Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:17811, gt.metaitem.01.17811.name
gregtech:gt.metaitem.01:17849, gt.metaitem.01.17849.name
gregtech:gt.metaitem.01:17850, gt.metaitem.01.17850.name
gregtech:gt.metaitem.01:17874, gt.metaitem.01.17874.name
gregtech:gt.metaitem.01:17880, gt.metaitem.01.17880.name
gregtech:gt.metaitem.01:17889, gt.metaitem.01.17889.name
gregtech:gt.metaitem.01:17890, gt.metaitem.01.17890.name
gregtech:gt.metaitem.01:18008, gt.metaitem.01.18008.name
gregtech:gt.metaitem.01:18010, gt.metaitem.01.18010.name
gregtech:gt.metaitem.01:18019, gt.metaitem.01.18019.name
gregtech:gt.metaitem.01:18028, gt.metaitem.01.18028.name
gregtech:gt.metaitem.01:18030, gt.metaitem.01.18030.name
gregtech:gt.metaitem.01:18031, gt.metaitem.01.18031.name
gregtech:gt.metaitem.01:18032, gt.metaitem.01.18032.name
gregtech:gt.metaitem.01:18033, gt.metaitem.01.18033.name
gregtech:gt.metaitem.01:18034, gt.metaitem.01.18034.name
gregtech:gt.metaitem.01:18048, gt.metaitem.01.18048.name
gregtech:gt.metaitem.01:18052, gt.metaitem.01.18052.name
gregtech:gt.metaitem.01:18054, gt.metaitem.01.18054.name
gregtech:gt.metaitem.01:18067, gt.metaitem.01.18067.name
gregtech:gt.metaitem.01:18081, gt.metaitem.01.18081.name
gregtech:gt.metaitem.01:18083, gt.metaitem.01.18083.name
gregtech:gt.metaitem.01:18084, gt.metaitem.01.18084.name
gregtech:gt.metaitem.01:18085, gt.metaitem.01.18085.name
gregtech:gt.metaitem.01:18086, gt.metaitem.01.18086.name
gregtech:gt.metaitem.01:18089, gt.metaitem.01.18089.name
gregtech:gt.metaitem.01:18090, gt.metaitem.01.18090.name
gregtech:gt.metaitem.01:18096, gt.metaitem.01.18096.name
gregtech:gt.metaitem.01:18097, gt.metaitem.01.18097.name
gregtech:gt.metaitem.01:18098, gt.metaitem.01.18098.name
gregtech:gt.metaitem.01:18100, gt.metaitem.01.18100.name
gregtech:gt.metaitem.01:18101, gt.metaitem.01.18101.name
gregtech:gt.metaitem.01:18129, gt.metaitem.01.18129.name
gregtech:gt.metaitem.01:18300, gt.metaitem.01.18300.name
gregtech:gt.metaitem.01:18301, gt.metaitem.01.18301.name
gregtech:gt.metaitem.01:18302, gt.metaitem.01.18302.name
gregtech:gt.metaitem.01:18303, gt.metaitem.01.18303.name
gregtech:gt.metaitem.01:18304, gt.metaitem.01.18304.name
gregtech:gt.metaitem.01:18305, gt.metaitem.01.18305.name
gregtech:gt.metaitem.01:18306, gt.metaitem.01.18306.name
gregtech:gt.metaitem.01:18307, gt.metaitem.01.18307.name
gregtech:gt.metaitem.01:18310, gt.metaitem.01.18310.name
gregtech:gt.metaitem.01:18311, gt.metaitem.01.18311.name
gregtech:gt.metaitem.01:18312, gt.metaitem.01.18312.name
gregtech:gt.metaitem.01:18313, gt.metaitem.01.18313.name
gregtech:gt.metaitem.01:18316, gt.metaitem.01.18316.name
gregtech:gt.metaitem.01:18317, gt.metaitem.01.18317.name
gregtech:gt.metaitem.01:18319, gt.metaitem.01.18319.name
gregtech:gt.metaitem.01:18322, gt.metaitem.01.18322.name
gregtech:gt.metaitem.01:18324, gt.metaitem.01.18324.name
gregtech:gt.metaitem.01:18325, gt.metaitem.01.18325.name
gregtech:gt.metaitem.01:18326, gt.metaitem.01.18326.name
gregtech:gt.metaitem.01:18327, gt.metaitem.01.18327.name
gregtech:gt.metaitem.01:18328, gt.metaitem.01.18328.name
gregtech:gt.metaitem.01:18329, gt.metaitem.01.18329.name
gregtech:gt.metaitem.01:18331, gt.metaitem.01.18331.name
gregtech:gt.metaitem.01:18334, gt.metaitem.01.18334.name
gregtech:gt.metaitem.01:18335, gt.metaitem.01.18335.name
gregtech:gt.metaitem.01:18343, gt.metaitem.01.18343.name
gregtech:gt.metaitem.01:18344, gt.metaitem.01.18344.name
gregtech:gt.metaitem.01:18348, gt.metaitem.01.18348.name
gregtech:gt.metaitem.01:18349, gt.metaitem.01.18349.name
gregtech:gt.metaitem.01:18350, gt.metaitem.01.18350.name
gregtech:gt.metaitem.01:18351, gt.metaitem.01.18351.name
gregtech:gt.metaitem.01:18352, gt.metaitem.01.18352.name
gregtech:gt.metaitem.01:18353, gt.metaitem.01.18353.name
gregtech:gt.metaitem.01:18354, gt.metaitem.01.18354.name
gregtech:gt.metaitem.01:18355, gt.metaitem.01.18355.name
gregtech:gt.metaitem.01:18356, gt.metaitem.01.18356.name
gregtech:gt.metaitem.01:18363, gt.metaitem.01.18363.name
gregtech:gt.metaitem.01:18370, gt.metaitem.01.18370.name
gregtech:gt.metaitem.01:18371, gt.metaitem.01.18371.name
gregtech:gt.metaitem.01:18372, gt.metaitem.01.18372.name
gregtech:gt.metaitem.01:18373, gt.metaitem.01.18373.name
gregtech:gt.metaitem.01:18374, gt.metaitem.01.18374.name
gregtech:gt.metaitem.01:18470, gt.metaitem.01.18470.name
gregtech:gt.metaitem.01:18472, gt.metaitem.01.18472.name
gregtech:gt.metaitem.01:18473, gt.metaitem.01.18473.name
gregtech:gt.metaitem.01:18879, gt.metaitem.01.18879.name
gregtech:gt.metaitem.01:19879, gt.metaitem.01.19879.name
gregtech:gt.metaitem.01:20879, gt.metaitem.01.20879.name
gregtech:gt.metaitem.01:21879, gt.metaitem.01.21879.name
gregtech:gt.metaitem.01:22032, gt.metaitem.01.22032.name
gregtech:gt.metaitem.01:22035, gt.metaitem.01.22035.name
gregtech:gt.metaitem.01:22089, gt.metaitem.01.22089.name
gregtech:gt.metaitem.01:22373, gt.metaitem.01.22373.name
gregtech:gt.metaitem.01:23008, gt.metaitem.01.23008.name
gregtech:gt.metaitem.01:23010, gt.metaitem.01.23010.name
gregtech:gt.metaitem.01:23019, gt.metaitem.01.23019.name
gregtech:gt.metaitem.01:23020, gt.metaitem.01.23020.name
gregtech:gt.metaitem.01:23028, gt.metaitem.01.23028.name
gregtech:gt.metaitem.01:23029, gt.metaitem.01.23029.name
gregtech:gt.metaitem.01:23030, gt.metaitem.01.23030.name
gregtech:gt.metaitem.01:23031, gt.metaitem.01.23031.name
gregtech:gt.metaitem.01:23032, gt.metaitem.01.23032.name
gregtech:gt.metaitem.01:23033, gt.metaitem.01.23033.name
gregtech:gt.metaitem.01:23034, gt.metaitem.01.23034.name
gregtech:gt.metaitem.01:23035, gt.metaitem.01.23035.name
gregtech:gt.metaitem.01:23036, gt.metaitem.01.23036.name
gregtech:gt.metaitem.01:23048, gt.metaitem.01.23048.name
gregtech:gt.metaitem.01:23052, gt.metaitem.01.23052.name
gregtech:gt.metaitem.01:23054, gt.metaitem.01.23054.name
gregtech:gt.metaitem.01:23057, gt.metaitem.01.23057.name
gregtech:gt.metaitem.01:23067, gt.metaitem.01.23067.name
gregtech:gt.metaitem.01:23070, gt.metaitem.01.23070.name
gregtech:gt.metaitem.01:23081, gt.metaitem.01.23081.name
gregtech:gt.metaitem.01:23083, gt.metaitem.01.23083.name
gregtech:gt.metaitem.01:23084, gt.metaitem.01.23084.name
gregtech:gt.metaitem.01:23085, gt.metaitem.01.23085.name
gregtech:gt.metaitem.01:23086, gt.metaitem.01.23086.name
gregtech:gt.metaitem.01:23089, gt.metaitem.01.23089.name
gregtech:gt.metaitem.01:23090, gt.metaitem.01.23090.name
gregtech:gt.metaitem.01:23096, gt.metaitem.01.23096.name
gregtech:gt.metaitem.01:23097, gt.metaitem.01.23097.name
gregtech:gt.metaitem.01:23098, gt.metaitem.01.23098.name
gregtech:gt.metaitem.01:23100, gt.metaitem.01.23100.name
gregtech:gt.metaitem.01:23101, gt.metaitem.01.23101.name
gregtech:gt.metaitem.01:23103, gt.metaitem.01.23103.name
gregtech:gt.metaitem.01:23129, gt.metaitem.01.23129.name
gregtech:gt.metaitem.01:23300, gt.metaitem.01.23300.name
gregtech:gt.metaitem.01:23301, gt.metaitem.01.23301.name
gregtech:gt.metaitem.01:23302, gt.metaitem.01.23302.name
gregtech:gt.metaitem.01:23303, gt.metaitem.01.23303.name
gregtech:gt.metaitem.01:23304, gt.metaitem.01.23304.name
gregtech:gt.metaitem.01:23305, gt.metaitem.01.23305.name
gregtech:gt.metaitem.01:23306, gt.metaitem.01.23306.name
gregtech:gt.metaitem.01:23307, gt.metaitem.01.23307.name
gregtech:gt.metaitem.01:23310, gt.metaitem.01.23310.name
gregtech:gt.metaitem.01:23311, gt.metaitem.01.23311.name
gregtech:gt.metaitem.01:23312, gt.metaitem.01.23312.name
gregtech:gt.metaitem.01:23313, gt.metaitem.01.23313.name
gregtech:gt.metaitem.01:23314, gt.metaitem.01.23314.name
gregtech:gt.metaitem.01:23316, gt.metaitem.01.23316.name
gregtech:gt.metaitem.01:23317, gt.metaitem.01.23317.name
gregtech:gt.metaitem.01:23319, gt.metaitem.01.23319.name
gregtech:gt.metaitem.01:23322, gt.metaitem.01.23322.name
gregtech:gt.metaitem.01:23324, gt.metaitem.01.23324.name
gregtech:gt.metaitem.01:23325, gt.metaitem.01.23325.name
gregtech:gt.metaitem.01:23326, gt.metaitem.01.23326.name
gregtech:gt.metaitem.01:23327, gt.metaitem.01.23327.name
gregtech:gt.metaitem.01:23328, gt.metaitem.01.23328.name
gregtech:gt.metaitem.01:23329, gt.metaitem.01.23329.name
gregtech:gt.metaitem.01:23331, gt.metaitem.01.23331.name
gregtech:gt.metaitem.01:23334, gt.metaitem.01.23334.name
gregtech:gt.metaitem.01:23335, gt.metaitem.01.23335.name
gregtech:gt.metaitem.01:23343, gt.metaitem.01.23343.name
gregtech:gt.metaitem.01:23344, gt.metaitem.01.23344.name
gregtech:gt.metaitem.01:23347, gt.metaitem.01.23347.name
gregtech:gt.metaitem.01:23348, gt.metaitem.01.23348.name
gregtech:gt.metaitem.01:23349, gt.metaitem.01.23349.name
gregtech:gt.metaitem.01:23350, gt.metaitem.01.23350.name
gregtech:gt.metaitem.01:23351, gt.metaitem.01.23351.name
gregtech:gt.metaitem.01:23352, gt.metaitem.01.23352.name
gregtech:gt.metaitem.01:23353, gt.metaitem.01.23353.name
gregtech:gt.metaitem.01:23354, gt.metaitem.01.23354.name
gregtech:gt.metaitem.01:23355, gt.metaitem.01.23355.name
gregtech:gt.metaitem.01:23356, gt.metaitem.01.23356.name
gregtech:gt.metaitem.01:23357, gt.metaitem.01.23357.name
gregtech:gt.metaitem.01:23363, gt.metaitem.01.23363.name
gregtech:gt.metaitem.01:23370, gt.metaitem.01.23370.name
gregtech:gt.metaitem.01:23371, gt.metaitem.01.23371.name
gregtech:gt.metaitem.01:23372, gt.metaitem.01.23372.name
gregtech:gt.metaitem.01:23373, gt.metaitem.01.23373.name
gregtech:gt.metaitem.01:23374, gt.metaitem.01.23374.name
gregtech:gt.metaitem.01:23470, gt.metaitem.01.23470.name
gregtech:gt.metaitem.01:23471, gt.metaitem.01.23471.name
gregtech:gt.metaitem.01:23472, gt.metaitem.01.23472.name
gregtech:gt.metaitem.01:23473, gt.metaitem.01.23473.name
gregtech:gt.metaitem.01:23500, gt.metaitem.01.23500.name
gregtech:gt.metaitem.01:23501, gt.metaitem.01.23501.name
gregtech:gt.metaitem.01:23502, gt.metaitem.01.23502.name
gregtech:gt.metaitem.01:23503, gt.metaitem.01.23503.name
gregtech:gt.metaitem.01:23504, gt.metaitem.01.23504.name
gregtech:gt.metaitem.01:23505, gt.metaitem.01.23505.name
gregtech:gt.metaitem.01:23506, gt.metaitem.01.23506.name
gregtech:gt.metaitem.01:23507, gt.metaitem.01.23507.name
gregtech:gt.metaitem.01:23508, gt.metaitem.01.23508.name
gregtech:gt.metaitem.01:23509, gt.metaitem.01.23509.name
gregtech:gt.metaitem.01:23510, gt.metaitem.01.23510.name
gregtech:gt.metaitem.01:23513, gt.metaitem.01.23513.name
gregtech:gt.metaitem.01:23516, gt.metaitem.01.23516.name
gregtech:gt.metaitem.01:23522, gt.metaitem.01.23522.name
gregtech:gt.metaitem.01:23523, gt.metaitem.01.23523.name
gregtech:gt.metaitem.01:23526, gt.metaitem.01.23526.name
gregtech:gt.metaitem.01:23527, gt.metaitem.01.23527.name
gregtech:gt.metaitem.01:23528, gt.metaitem.01.23528.name
gregtech:gt.metaitem.01:23533, gt.metaitem.01.23533.name
gregtech:gt.metaitem.01:23874, gt.metaitem.01.23874.name
gregtech:gt.metaitem.01:23880, gt.metaitem.01.23880.name
gregtech:gt.metaitem.01:23889, gt.metaitem.01.23889.name
gregtech:gt.metaitem.01:24347, gt.metaitem.01.24347.name
gregtech:gt.metaitem.01:24500, gt.metaitem.01.24500.name
gregtech:gt.metaitem.01:24501, gt.metaitem.01.24501.name
gregtech:gt.metaitem.01:24502, gt.metaitem.01.24502.name
gregtech:gt.metaitem.01:24503, gt.metaitem.01.24503.name
gregtech:gt.metaitem.01:24504, gt.metaitem.01.24504.name
gregtech:gt.metaitem.01:24505, gt.metaitem.01.24505.name
gregtech:gt.metaitem.01:24506, gt.metaitem.01.24506.name
gregtech:gt.metaitem.01:24507, gt.metaitem.01.24507.name
gregtech:gt.metaitem.01:24508, gt.metaitem.01.24508.name
gregtech:gt.metaitem.01:24509, gt.metaitem.01.24509.name
gregtech:gt.metaitem.01:24510, gt.metaitem.01.24510.name
gregtech:gt.metaitem.01:24511, gt.metaitem.01.24511.name
gregtech:gt.metaitem.01:24513, gt.metaitem.01.24513.name
gregtech:gt.metaitem.01:24515, gt.metaitem.01.24515.name
gregtech:gt.metaitem.01:24518, gt.metaitem.01.24518.name
gregtech:gt.metaitem.01:24519, gt.metaitem.01.24519.name
gregtech:gt.metaitem.01:24527, gt.metaitem.01.24527.name
gregtech:gt.metaitem.01:24528, gt.metaitem.01.24528.name
gregtech:gt.metaitem.01:24532, gt.metaitem.01.24532.name
gregtech:gt.metaitem.01:24533, gt.metaitem.01.24533.name
gregtech:gt.metaitem.01:24890, gt.metaitem.01.24890.name
gregtech:gt.metaitem.01:25373, gt.metaitem.01.25373.name
gregtech:gt.metaitem.01:26008, gt.metaitem.01.26008.name
gregtech:gt.metaitem.01:26010, gt.metaitem.01.26010.name
gregtech:gt.metaitem.01:26019, gt.metaitem.01.26019.name
gregtech:gt.metaitem.01:26028, gt.metaitem.01.26028.name
gregtech:gt.metaitem.01:26030, gt.metaitem.01.26030.name
gregtech:gt.metaitem.01:26031, gt.metaitem.01.26031.name
gregtech:gt.metaitem.01:26032, gt.metaitem.01.26032.name
gregtech:gt.metaitem.01:26033, gt.metaitem.01.26033.name
gregtech:gt.metaitem.01:26034, gt.metaitem.01.26034.name
gregtech:gt.metaitem.01:26048, gt.metaitem.01.26048.name
gregtech:gt.metaitem.01:26052, gt.metaitem.01.26052.name
gregtech:gt.metaitem.01:26054, gt.metaitem.01.26054.name
gregtech:gt.metaitem.01:26057, gt.metaitem.01.26057.name
gregtech:gt.metaitem.01:26067, gt.metaitem.01.26067.name
gregtech:gt.metaitem.01:26081, gt.metaitem.01.26081.name
gregtech:gt.metaitem.01:26083, gt.metaitem.01.26083.name
gregtech:gt.metaitem.01:26084, gt.metaitem.01.26084.name
gregtech:gt.metaitem.01:26085, gt.metaitem.01.26085.name
gregtech:gt.metaitem.01:26086, gt.metaitem.01.26086.name
gregtech:gt.metaitem.01:26089, gt.metaitem.01.26089.name
gregtech:gt.metaitem.01:26090, gt.metaitem.01.26090.name
gregtech:gt.metaitem.01:26096, gt.metaitem.01.26096.name
gregtech:gt.metaitem.01:26097, gt.metaitem.01.26097.name
gregtech:gt.metaitem.01:26098, gt.metaitem.01.26098.name
gregtech:gt.metaitem.01:26100, gt.metaitem.01.26100.name
gregtech:gt.metaitem.01:26101, gt.metaitem.01.26101.name
gregtech:gt.metaitem.01:26129, gt.metaitem.01.26129.name
gregtech:gt.metaitem.01:26300, gt.metaitem.01.26300.name
gregtech:gt.metaitem.01:26301, gt.metaitem.01.26301.name
gregtech:gt.metaitem.01:26302, gt.metaitem.01.26302.name
gregtech:gt.metaitem.01:26303, gt.metaitem.01.26303.name
gregtech:gt.metaitem.01:26304, gt.metaitem.01.26304.name
gregtech:gt.metaitem.01:26305, gt.metaitem.01.26305.name
gregtech:gt.metaitem.01:26306, gt.metaitem.01.26306.name
gregtech:gt.metaitem.01:26307, gt.metaitem.01.26307.name
gregtech:gt.metaitem.01:26310, gt.metaitem.01.26310.name
gregtech:gt.metaitem.01:26311, gt.metaitem.01.26311.name
gregtech:gt.metaitem.01:26312, gt.metaitem.01.26312.name
gregtech:gt.metaitem.01:26313, gt.metaitem.01.26313.name
gregtech:gt.metaitem.01:26316, gt.metaitem.01.26316.name
gregtech:gt.metaitem.01:26317, gt.metaitem.01.26317.name
gregtech:gt.metaitem.01:26319, gt.metaitem.01.26319.name
gregtech:gt.metaitem.01:26322, gt.metaitem.01.26322.name
gregtech:gt.metaitem.01:26324, gt.metaitem.01.26324.name
gregtech:gt.metaitem.01:26325, gt.metaitem.01.26325.name
gregtech:gt.metaitem.01:26326, gt.metaitem.01.26326.name
gregtech:gt.metaitem.01:26327, gt.metaitem.01.26327.name
gregtech:gt.metaitem.01:26328, gt.metaitem.01.26328.name
gregtech:gt.metaitem.01:26329, gt.metaitem.01.26329.name
gregtech:gt.metaitem.01:26331, gt.metaitem.01.26331.name
gregtech:gt.metaitem.01:26334, gt.metaitem.01.26334.name
gregtech:gt.metaitem.01:26335, gt.metaitem.01.26335.name
gregtech:gt.metaitem.01:26343, gt.metaitem.01.26343.name
gregtech:gt.metaitem.01:26344, gt.metaitem.01.26344.name
gregtech:gt.metaitem.01:26347, gt.metaitem.01.26347.name
gregtech:gt.metaitem.01:26348, gt.metaitem.01.26348.name
gregtech:gt.metaitem.01:26349, gt.metaitem.01.26349.name
gregtech:gt.metaitem.01:26350, gt.metaitem.01.26350.name
gregtech:gt.metaitem.01:26351, gt.metaitem.01.26351.name
gregtech:gt.metaitem.01:26352, gt.metaitem.01.26352.name
gregtech:gt.metaitem.01:26353, gt.metaitem.01.26353.name
gregtech:gt.metaitem.01:26354, gt.metaitem.01.26354.name
gregtech:gt.metaitem.01:26355, gt.metaitem.01.26355.name
gregtech:gt.metaitem.01:26356, gt.metaitem.01.26356.name
gregtech:gt.metaitem.01:26363, gt.metaitem.01.26363.name
gregtech:gt.metaitem.01:26370, gt.metaitem.01.26370.name
gregtech:gt.metaitem.01:26371, gt.metaitem.01.26371.name
gregtech:gt.metaitem.01:26372, gt.metaitem.01.26372.name
gregtech:gt.metaitem.01:26373, gt.metaitem.01.26373.name
gregtech:gt.metaitem.01:26374, gt.metaitem.01.26374.name
gregtech:gt.metaitem.01:26470, gt.metaitem.01.26470.name
gregtech:gt.metaitem.01:26471, gt.metaitem.01.26471.name
gregtech:gt.metaitem.01:26472, gt.metaitem.01.26472.name
gregtech:gt.metaitem.01:26473, gt.metaitem.01.26473.name
gregtech:gt.metaitem.01:26500, gt.metaitem.01.26500.name
gregtech:gt.metaitem.01:26501, gt.metaitem.01.26501.name
gregtech:gt.metaitem.01:26502, gt.metaitem.01.26502.name
gregtech:gt.metaitem.01:26503, gt.metaitem.01.26503.name
gregtech:gt.metaitem.01:26504, gt.metaitem.01.26504.name
gregtech:gt.metaitem.01:26505, gt.metaitem.01.26505.name
gregtech:gt.metaitem.01:26506, gt.metaitem.01.26506.name
gregtech:gt.metaitem.01:26507, gt.metaitem.01.26507.name
gregtech:gt.metaitem.01:26508, gt.metaitem.01.26508.name
gregtech:gt.metaitem.01:26509, gt.metaitem.01.26509.name
gregtech:gt.metaitem.01:26510, gt.metaitem.01.26510.name
gregtech:gt.metaitem.01:26513, gt.metaitem.01.26513.name
gregtech:gt.metaitem.01:26516, gt.metaitem.01.26516.name
gregtech:gt.metaitem.01:26522, gt.metaitem.01.26522.name
gregtech:gt.metaitem.01:26527, gt.metaitem.01.26527.name
gregtech:gt.metaitem.01:26528, gt.metaitem.01.26528.name
gregtech:gt.metaitem.01:26809, gt.metaitem.01.26809.name
gregtech:gt.metaitem.01:26874, gt.metaitem.01.26874.name
gregtech:gt.metaitem.01:26880, gt.metaitem.01.26880.name
gregtech:gt.metaitem.01:26889, gt.metaitem.01.26889.name
gregtech:gt.metaitem.01:27008, gt.metaitem.01.27008.name
gregtech:gt.metaitem.01:27010, gt.metaitem.01.27010.name
gregtech:gt.metaitem.01:27019, gt.metaitem.01.27019.name
gregtech:gt.metaitem.01:27028, gt.metaitem.01.27028.name
gregtech:gt.metaitem.01:27030, gt.metaitem.01.27030.name
gregtech:gt.metaitem.01:27031, gt.metaitem.01.27031.name
gregtech:gt.metaitem.01:27032, gt.metaitem.01.27032.name
gregtech:gt.metaitem.01:27033, gt.metaitem.01.27033.name
gregtech:gt.metaitem.01:27034, gt.metaitem.01.27034.name
gregtech:gt.metaitem.01:27048, gt.metaitem.01.27048.name
gregtech:gt.metaitem.01:27052, gt.metaitem.01.27052.name
gregtech:gt.metaitem.01:27054, gt.metaitem.01.27054.name
gregtech:gt.metaitem.01:27057, gt.metaitem.01.27057.name
gregtech:gt.metaitem.01:27067, gt.metaitem.01.27067.name
gregtech:gt.metaitem.01:27081, gt.metaitem.01.27081.name
gregtech:gt.metaitem.01:27083, gt.metaitem.01.27083.name
gregtech:gt.metaitem.01:27084, gt.metaitem.01.27084.name
gregtech:gt.metaitem.01:27085, gt.metaitem.01.27085.name
gregtech:gt.metaitem.01:27086, gt.metaitem.01.27086.name
gregtech:gt.metaitem.01:27089, gt.metaitem.01.27089.name
gregtech:gt.metaitem.01:27090, gt.metaitem.01.27090.name
gregtech:gt.metaitem.01:27096, gt.metaitem.01.27096.name
gregtech:gt.metaitem.01:27097, gt.metaitem.01.27097.name
gregtech:gt.metaitem.01:27098, gt.metaitem.01.27098.name
gregtech:gt.metaitem.01:27100, gt.metaitem.01.27100.name
gregtech:gt.metaitem.01:27101, gt.metaitem.01.27101.name
gregtech:gt.metaitem.01:27129, gt.metaitem.01.27129.name
gregtech:gt.metaitem.01:27300, gt.metaitem.01.27300.name
gregtech:gt.metaitem.01:27301, gt.metaitem.01.27301.name
gregtech:gt.metaitem.01:27302, gt.metaitem.01.27302.name
gregtech:gt.metaitem.01:27303, gt.metaitem.01.27303.name
gregtech:gt.metaitem.01:27304, gt.metaitem.01.27304.name
gregtech:gt.metaitem.01:27305, gt.metaitem.01.27305.name
gregtech:gt.metaitem.01:27306, gt.metaitem.01.27306.name
gregtech:gt.metaitem.01:27307, gt.metaitem.01.27307.name
gregtech:gt.metaitem.01:27310, gt.metaitem.01.27310.name
gregtech:gt.metaitem.01:27311, gt.metaitem.01.27311.name
gregtech:gt.metaitem.01:27312, gt.metaitem.01.27312.name
gregtech:gt.metaitem.01:27313, gt.metaitem.01.27313.name
gregtech:gt.metaitem.01:27316, gt.metaitem.01.27316.name
gregtech:gt.metaitem.01:27317, gt.metaitem.01.27317.name
gregtech:gt.metaitem.01:27319, gt.metaitem.01.27319.name
gregtech:gt.metaitem.01:27322, gt.metaitem.01.27322.name
gregtech:gt.metaitem.01:27324, gt.metaitem.01.27324.name
gregtech:gt.metaitem.01:27325, gt.metaitem.01.27325.name
gregtech:gt.metaitem.01:27326, gt.metaitem.01.27326.name
gregtech:gt.metaitem.01:27327, gt.metaitem.01.27327.name
gregtech:gt.metaitem.01:27328, gt.metaitem.01.27328.name
gregtech:gt.metaitem.01:27329, gt.metaitem.01.27329.name
gregtech:gt.metaitem.01:27331, gt.metaitem.01.27331.name
gregtech:gt.metaitem.01:27334, gt.metaitem.01.27334.name
gregtech:gt.metaitem.01:27335, gt.metaitem.01.27335.name
gregtech:gt.metaitem.01:27343, gt.metaitem.01.27343.name
gregtech:gt.metaitem.01:27344, gt.metaitem.01.27344.name
gregtech:gt.metaitem.01:27347, gt.metaitem.01.27347.name
gregtech:gt.metaitem.01:27348, gt.metaitem.01.27348.name
gregtech:gt.metaitem.01:27349, gt.metaitem.01.27349.name
gregtech:gt.metaitem.01:27350, gt.metaitem.01.27350.name
gregtech:gt.metaitem.01:27351, gt.metaitem.01.27351.name
gregtech:gt.metaitem.01:27352, gt.metaitem.01.27352.name
gregtech:gt.metaitem.01:27353, gt.metaitem.01.27353.name
gregtech:gt.metaitem.01:27354, gt.metaitem.01.27354.name
gregtech:gt.metaitem.01:27355, gt.metaitem.01.27355.name
gregtech:gt.metaitem.01:27356, gt.metaitem.01.27356.name
gregtech:gt.metaitem.01:27363, gt.metaitem.01.27363.name
gregtech:gt.metaitem.01:27370, gt.metaitem.01.27370.name
gregtech:gt.metaitem.01:27371, gt.metaitem.01.27371.name
gregtech:gt.metaitem.01:27372, gt.metaitem.01.27372.name
gregtech:gt.metaitem.01:27373, gt.metaitem.01.27373.name
gregtech:gt.metaitem.01:27374, gt.metaitem.01.27374.name
gregtech:gt.metaitem.01:27470, gt.metaitem.01.27470.name
gregtech:gt.metaitem.01:27471, gt.metaitem.01.27471.name
gregtech:gt.metaitem.01:27472, gt.metaitem.01.27472.name
gregtech:gt.metaitem.01:27473, gt.metaitem.01.27473.name
gregtech:gt.metaitem.01:27500, gt.metaitem.01.27500.name
gregtech:gt.metaitem.01:27501, gt.metaitem.01.27501.name
gregtech:gt.metaitem.01:27502, gt.metaitem.01.27502.name
gregtech:gt.metaitem.01:27503, gt.metaitem.01.27503.name
gregtech:gt.metaitem.01:27504, gt.metaitem.01.27504.name
gregtech:gt.metaitem.01:27505, gt.metaitem.01.27505.name
gregtech:gt.metaitem.01:27506, gt.metaitem.01.27506.name
gregtech:gt.metaitem.01:27507, gt.metaitem.01.27507.name
gregtech:gt.metaitem.01:27508, gt.metaitem.01.27508.name
gregtech:gt.metaitem.01:27509, gt.metaitem.01.27509.name
gregtech:gt.metaitem.01:27510, gt.metaitem.01.27510.name
gregtech:gt.metaitem.01:27513, gt.metaitem.01.27513.name
gregtech:gt.metaitem.01:27516, gt.metaitem.01.27516.name
gregtech:gt.metaitem.01:27522, gt.metaitem.01.27522.name
gregtech:gt.metaitem.01:27523, gt.metaitem.01.27523.name
gregtech:gt.metaitem.01:27527, gt.metaitem.01.27527.name
gregtech:gt.metaitem.01:27528, gt.metaitem.01.27528.name
gregtech:gt.metaitem.01:27809, gt.metaitem.01.27809.name
gregtech:gt.metaitem.01:27874, gt.metaitem.01.27874.name
gregtech:gt.metaitem.01:27880, gt.metaitem.01.27880.name
gregtech:gt.metaitem.01:27889, gt.metaitem.01.27889.name
gregtech:gt.metaitem.01:28019, gt.metaitem.01.28019.name
gregtech:gt.metaitem.01:28028, gt.metaitem.01.28028.name
gregtech:gt.metaitem.01:28030, gt.metaitem.01.28030.name
gregtech:gt.metaitem.01:28032, gt.metaitem.01.28032.name
gregtech:gt.metaitem.01:28057, gt.metaitem.01.28057.name
gregtech:gt.metaitem.01:28083, gt.metaitem.01.28083.name
gregtech:gt.metaitem.01:28084, gt.metaitem.01.28084.name
gregtech:gt.metaitem.01:28129, gt.metaitem.01.28129.name
gregtech:gt.metaitem.01:28300, gt.metaitem.01.28300.name
gregtech:gt.metaitem.01:28304, gt.metaitem.01.28304.name
gregtech:gt.metaitem.01:28305, gt.metaitem.01.28305.name
gregtech:gt.metaitem.01:28306, gt.metaitem.01.28306.name
gregtech:gt.metaitem.01:28307, gt.metaitem.01.28307.name
gregtech:gt.metaitem.01:28316, gt.metaitem.01.28316.name
gregtech:gt.metaitem.01:28355, gt.metaitem.01.28355.name
gregtech:gt.metaitem.01:28372, gt.metaitem.01.28372.name
gregtech:gt.metaitem.01:28373, gt.metaitem.01.28373.name
gregtech:gt.metaitem.01:28809, gt.metaitem.01.28809.name
gregtech:gt.metaitem.01:28880, gt.metaitem.01.28880.name
gregtech:gt.metaitem.01:29019, gt.metaitem.01.29019.name
gregtech:gt.metaitem.01:29020, gt.metaitem.01.29020.name
